Image,Dropped,X,HoleX,HoleY,Distance
images/output/top-left.jpg,0,1,325.625,281.4375,24.183300669056738
images/output/upper-left.jpg,-1,0,304.7994079589844,218.60464477539062,80.40431930524676
images/output/lower-left.jpg,0,1,288.5,286.69232177734375,22.49867482794702
images/output/bottom-left.jpg,0,1,322.0,297.5,15.074813431681335
